"1332684126210711552";"Florian Wilhelm 🇪🇺 Use corona-warn-app.de";"fwilhe";"It does not feel like I have significant shorter battery life. How come this message keeps showing up? Wasn't this… https://t.co/eyFREIh5Nv";"1332684126210711552";"1332684126210711552";"1332684126210711552";"Potsdam, Germany";"3404884084";"";"Potsdam, Germany";"28-11-2020";"Software Developer. I am employed by SAP, but thoughts here are my own."
"1332633122228346881";"Bartek";"Bartekt_cz";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332633122228346881";"1332633122228346881";"1332633122228346881";"";"1076110006335008768";"Poland";"";"28-11-2020";"#DobryCzasDlaPolski
Bez skrajności."
"1332611736722083842";"SATELITLGTVBG HDTV BULGARIA";"SATELITLGTVUSA1";"RT @DSMeu: Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️https://t.co/RZOOmrvVNm 

📱#Poland…";"1332611736722083842";"1332611736722083842";"1332611736722083842";"BULGARIA";"843466599562731524";"DigitalDigest";"BULGARIA";"28-11-2020";"BULGARIA  SOFIA"
"1332608307878621184";"PolishNews";"news_polish";"RT @Stella_Vaskoudi: RT DSMeu \"Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️https://t.co/bp…";"1332608307878621184";"1332608307878621184";"1332608307878621184";"Poland";"1199652701115686913";"DigitalDigest";"Poland";"28-11-2020";"All news about Poland in one place. #poland #polish"
"1332608284646395907";"Stella Vaskoudi";"Stella_Vaskoudi";"RT DSMeu \"Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️… https://t.co/AiBlbOLFws";"1332608284646395907";"1332608284646395907";"1332608284646395907";"Athens, Greece";"2891115389";"DigitalDigest";"Athens, Greece";"28-11-2020";"PolSci. Comms Policy. Previously Internal Comms @eu_near. #EU, #comms, #digitalagenda, #fintech #climate, #energy, #Greece. Tweets r mine. RTs not endorsements."
"1332601032568954880";"PolishNews";"news_polish";"RT @DSMeu: Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️https://t.co/RZOOmrvVNm 

📱#Poland…";"1332601032568954880";"1332601032568954880";"1332601032568954880";"Poland";"1199652701115686913";"DigitalDigest";"Poland";"28-11-2020";"All news about Poland in one place. #poland #polish"
"1332601009764503552";"Jose Antonio Abellan";"jabelax";"RT @DSMeu: Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️https://t.co/RZOOmrvVNm 

📱#Poland…";"1332601009764503552";"1332601009764503552";"1332601009764503552";"Spain";"524216572";"DigitalDigest";"Spain";"28-11-2020";"#InfoSec Engineer ⚡ @VoltEuropa Tech Co-Lead 💜"
"1332595583819902976";"DigitalSingleMarket";"DSMeu";"Your weekly #DigitalDigest:

🌐New measures to boost #data sharing &amp; support EU data spaces ➡️… https://t.co/SwrqX6i5LK";"1332595583819902976";"1332595583819902976";"1332595583819902976";"Europe";"205315827";"DigitalDigest";"Europe";"28-11-2020";"Official @EU_Commission account for #DigitalEU run by DG Connect 🇪🇺 Maximising tech potential in Europe is our goal💻🤖✨We work with @Vestager & @ThierryBreton"
"1332361050650505216";"Anne Stahl";"annestahl";"Again. How #CoronaWarnApp|s using #DP3T work and why your data is safe.#NoExcuse. Credits to @NickyCase for the gra… https://t.co/eoSwAeJ6Fi";"1332361050650505216";"1332361050650505216";"1332361050650505216";"Berlin, Germany";"50378227";"CoronaWarnApp";"Berlin, Germany";"27-11-2020";"Contemporary, abstract artist. Managing Experience Consultant at #Capgemini. Interested in #womenintech #climatejustic #AI #ux #planetcentereddesign"
"1332346221088927749";"Mirjam van den Brand";"BrandMirjam";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332346221088927749";"1332346221088927749";"1332346221088927749";"";"821611393";"Poland";"";"27-11-2020";"innovation, tech, law, change,  optimalistion,ethics, security; re-)searching ;health, science   government #zorg3.0 #overheid3.0 #digigov society 5.0 #AI"
"1332228136562544642";"Centrum GovTech";"GovTechPL";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332228136562544642";"1332228136562544642";"1332228136562544642";"";"1002575954412294144";"Poland";"";"27-11-2020";"🇵🇱Międzyresortowy zespół w @PremierRP do spraw innowacji i cyfryzacji 🇬🇧A cross-ministerial task force at @PremierRP_en for innovation and digital policy"
"1332066708379623425";"PolishNews";"news_polish";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332066708379623425";"1332066708379623425";"1332066708379623425";"Poland";"1199652701115686913";"Poland";"Poland";"26-11-2020";"All news about Poland in one place. #poland #polish"
"1332066685440942081";"Matt Braida";"mat_bra";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332066685440942081";"1332066685440942081";"1332066685440942081";"Brussels, BE";"550105444";"Poland";"Brussels, BE";"26-11-2020";"SEO editor and copy, passionate of good life, photography and international politics"
"1332037908908437504";"Alberto Gago";"AlbertoGago1";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332037908908437504";"1332037908908437504";"1332037908908437504";"Luxemburgo";"344635445";"Poland";"Luxemburgo";"26-11-2020";"Apoyando la digitalizacion de España y su visión para la UE. Views are my own! #RT=NoEndorsement"
"1332035606185172994";"@TaWeststrate";"TaWeststrate";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332035606185172994";"1332035606185172994";"1332035606185172994";"Rotterdam";"1149259674832769024";"Poland";"Rotterdam";"26-11-2020";"Don't believe every thing that People made you think! (https://t.co/wrxKK1B2xC)

📱https://t.co/H9NnHb8WZf  ✉️ taweststrate@vivaldi.net  ☎️ +31(0)627500055"
"1332022966893375490";"JanuszMarekĆwikła";"januszcwikla";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1332022966893375490";"1332022966893375490";"1332022966893375490";"Warszawa, Polska";"1171000359638188033";"Poland";"Warszawa, Polska";"26-11-2020";"... nastały czasy, w których coraz więcej wiemy jak ludzie umierają, a coraz mniej jak żyją ..."
"1331984474805055493";"FutureTechEU";"FutureTechEU";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331984474805055493";"1331984474805055493";"1331984474805055493";"Brussels, Belgium";"1533210170";"Poland";"Brussels, Belgium";"26-11-2020";"We are @FutureTechEU.Updates on #EOSC #OpenScience #eInfrastructures #Exascale #HPC #Quantum #FET_EU #EICPathfinder #FlagshipsEU
Part of @DSMeu - @EU_Commission"
"1331976701245485056";"DigitalBugle";"DigitalBugle";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331976701245485056";"1331976701245485056";"1331976701245485056";"";"1136843108094697473";"Poland";"";"26-11-2020";"Advocating for Ethics, Principles and Values in defining Technology | Technology for Humanity | Human Centric and Sustainable Development | STAMPEDE Project"
"1331964499016945666";"Komisja Europejska";"EUinPL";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331964499016945666";"1331964499016945666";"1331964499016945666";"Poland";"261428645";"Poland";"Poland";"26-11-2020";"#KomisjaEuropejska to kolegium 27 komisarzy i służba cywilna. My, jako część dyrekcji ds. komunikacji pracujemy w Warszawie. Moderacja: https://t.co/AMqjSW11sz"
"1331961197034434560";"Franziska Katerbo_";"Francescanonce";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331961197034434560";"1331961197034434560";"1331961197034434560";"";"3072049601";"Poland";"";"26-11-2020";"#communications expert @tsystemscom, former @GIZ_gmbh. Enthusiastic about #sustainability, #mobility, #technology and #digitalisation."
"1331952656139620352";"EU Regio Poland (Komisja EU Polityka Regionalna)";"RegioPoland";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331952656139620352";"1331952656139620352";"1331952656139620352";"Brussel, België";"841637058695299072";"Poland";"Brussel, België";"26-11-2020";"#KomisjaEuropejska Polityka Regionalna w PL #EuropeanCommission Regional Policy in PL #funduszeUE #UEdlaNAS https://t.co/kPk9WBPzKO RT≠endrsmnt"
"1331950371363840001";"Prawo i Sprawiedliwość Łosice";"IPowiatu";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331950371363840001";"1331950371363840001";"1331950371363840001";"";"1275771811427483648";"Poland";"";"26-11-2020";""
"1331948834948341763";"Barbara Strohmenger ن #FWEIWD";"drbarbstweets";"I really like the German #CoronaWarnApp. Today I got tested for #Covid_19 (though I hope it's just a nasty cold). I… https://t.co/ER7iiFNDP3";"1331948834948341763";"1331948834948341763";"1331948834948341763";"European Union";"75509655";"CoronaWarnApp";"European Union";"26-11-2020";"Christian (non-denominational, Bible based), German, wife, London lover, Austen fan, BlackBerry user, Twitter voice of @amroevde #IStandWithArtsakh"
"1331937855283879936";"Connectivity EU";"connectivityEU";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331937855283879936";"1331937855283879936";"1331937855283879936";"Brussels, Belgium";"949415748";"Poland";"Brussels, Belgium";"26-11-2020";"#DSMeu account on #connectivity. We will promote and share EU policies and actions on #ConnectivityEU #BroadbandEU #WiFi4EU #5G #CEF2digital #EECC #TelecomCode"
"1331936549248831488";"Digital news";"DigitalNewsEU";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331936549248831488";"1331936549248831488";"1331936549248831488";"Brussels";"1300042307673128967";"Poland";"Brussels";"26-11-2020";"Policy news on 5G, IoT, EU's digital services act, GovTech, and related topics. I  RTs ≠ endorsements."
"1331936064072769537";"Tant que farem aital";"BoriaLess";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331936064072769537";"1331936064072769537";"1331936064072769537";"";"1133382206318161920";"Poland";"";"26-11-2020";""
"1331935071775961088";"Agnieszka Jarzewicz";"AgnesYazhevich";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331935071775961088";"1331935071775961088";"1331935071775961088";"";"2220081672";"Poland";"";"26-11-2020";"EU aficionado with MA in Cultural Sciences; PhD in the Philosophy of Language and Communication; 20 years of daily Iyengar yoga. Nonreligious 
🤸🏼‍🏕️ 🚵 🏊🏼‍"
"1331932967883722753";"Mariusz";"MariuszKrzaczek";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331932967883722753";"1331932967883722753";"1331932967883722753";"Grodzisk Mazowiecki, Polska";"1233717201192017921";"Poland";"Grodzisk Mazowiecki, Polska";"26-11-2020";""
"1331931951532544000";"EU news hub ⚪️🔴⚪️";"EuBrussels";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331931951532544000";"1331931951532544000";"1331931951532544000";"Brussels & EU";"1290191948503031808";"Poland";"Brussels & EU";"26-11-2020";"Smart news from Brussels and across the EU 🇪🇺  RTs ≠ endorsements. Email us your Brussels' gossips via eubrusselstwitter@gmail.com"
"1331931070602874882";"Krzysztof Szubert 🇵🇱🇪🇺";"KrzysiekSzubert";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331931070602874882";"1331931070602874882";"1331931070602874882";"Warszawa, Polska";"752893965297385473";"Poland";"Warszawa, Polska";"26-11-2020";"▪️President of the Management Board @NCBR_pl Investment Fund▪️Former Secretary of State @PremierRP▪️Chairman of the Committee @UN IGF 2021 PL"
"1331930582339756032";"CYFRYZACJA KPRM";"CyfryzacjaKPRM";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331930582339756032";"1331930582339756032";"1331930582339756032";"Polska";"507215842";"Poland";"Polska";"26-11-2020";"Witamy na naszym profilu! Byliśmy Ministerstwem Cyfryzacji, teraz jesteśmy częścią KPRM. Podstawowym źródłem informacji jest nasza strona https://t.co/2uI5sq2kr2"
"1331930444540088320";"Jochen Mierau";"JOMierau";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331930444540088320";"1331930444540088320";"1331930444540088320";"";"915960435479924736";"Poland";"";"26-11-2020";"Professor Public Health Economics @univgroningen & Scientific Director @AlettaJacobsSPH"
"1331930256253587457";"Ēriks";"EriksRemess";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331930256253587457";"1331930256253587457";"1331930256253587457";"";"14087623";"Poland";"";"26-11-2020";"🥷🏼"
"1331930029668896774";"EU_HEALTH";"EU_Health";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331930029668896774";"1331930029668896774";"1331930029668896774";"Brussels, Europe";"606325697";"Poland";"Brussels, Europe";"26-11-2020";"EU Commission's DG Health & Food Safety (SANTE). We work to protect health, prevent diseases & strengthen health systems. RT ≠ endorsement. Food tweets @Food_EU"
"1331929208436699140";"Χάρων";"ainarsbr11";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331929208436699140";"1331929208436699140";"1331929208436699140";"";"265899859";"Poland";"";"26-11-2020";"Private profile. 
Related to:   https://t.co/i3pZ4mwxM5, https://t.co/r2FnGX4S8O, https://t.co/fZLcC9bhVA 
RT doesn't mean support of T"
"1331929119047770113";"Samuel Stolton";"SamuelStolton";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331929119047770113";"1331929119047770113";"1331929119047770113";"Brussels, Belgium";"214115204";"Poland";"Brussels, Belgium";"26-11-2020";"Brussels Journalist. Digital Editor @EURACTIV & Columnist @BrusselsTimes. EU politics/policy, Big Tech, Data, CyberSec, AI, 5G. DM for Whatsapp/Signal."
"1331928932040515587";"Justyna Romanowska";"JuRomanowska";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331928932040515587";"1331928932040515587";"1331928932040515587";"Brussels";"804086737073033217";"Poland";"Brussels";"26-11-2020";"digital diplomat in Bxl,digital team lider,attorney-at-law focused on telko&edge tech,civil servant 'digital by default',member of legal panel in Eutelsat"
"1331928891074736132";"Christian Horemans";"ChHoremans";"RT @DSMeu: 🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, Denmark, Italy,…";"1331928891074736132";"1331928891074736132";"1331928891074736132";"Brussel, België";"3945181456";"Poland";"Brussel, België";"26-11-2020";"Expert International Affairs at @Onafh_Zf @MutLibres - following #EU #healthcare #socialpolicy #mutuals #innovation  #environment #Africa"
"1331928755825209346";"Stella Vaskoudi";"Stella_Vaskoudi";"RT DSMeu \"🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined C… https://t.co/fTTRKqvrhO";"1331928755825209346";"1331928755825209346";"1331928755825209346";"Athens, Greece";"2891115389";"Poland";"Athens, Greece";"26-11-2020";"PolSci. Comms Policy. Previously Internal Comms @eu_near. #EU, #comms, #digitalagenda, #fintech #climate, #energy, #Greece. Tweets r mine. RTs not endorsements."
"1331927545768534017";"DigitalSingleMarket";"DSMeu";"🇵🇱 #Poland is the latest of countries to have a #CoronaWarnApp working across #EU 🇪🇺📱.

🌐 Poland joined Croatia, De… https://t.co/8r0aS1i5p3";"1331927545768534017";"1331927545768534017";"1331927545768534017";"Europe";"205315827";"Poland";"Europe";"26-11-2020";"Official @EU_Commission account for #DigitalEU run by DG Connect 🇪🇺 Maximising tech potential in Europe is our goal💻🤖✨We work with @Vestager & @ThierryBreton"
"1331832362628505601";"Marco Verch";"wuestenigel";"@domm COVID tracker. #CoronaWarnApp";"1331832362628505601";"1331832362628505601";"1331832362628505601";"Köln, Deutschland";"15453014";"CoronaWarnApp";"Köln, Deutschland";"26-11-2020";"ASICS Frontrunner & 2:39h Marathoner 🏃‍♂️ Photographer 📸 Streamer 🎮 Biohacker 💪 Ironman Hawaii 2021 🌺 Pareto Vegan 🌱 Cologne"
"1331596177763160068";"eHealth_EU";"eHealth_EU";"RT @DSMeu: 🇭🇷+🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = 🌐📱🇪🇺
 
Croatia joined Denmark, Italy, Germany, Ireland, Spain &amp; Latvia in the #EU gateway. As of today the Cro…";"1331596177763160068";"1331596177763160068";"1331596177763160068";"Brussels, Belgium";"24145340";"EU";"Brussels, Belgium";"25-11-2020";"Working to improve EU health & care via policy, innovation & research in #digital tools. Part of @EU_Commission & @DSMeu. #mHealth #H2020 #eHealth #AgeingWell"
"1331563981316747264";"Ivan Visconti";"Ivan__Visconti";"On December 1st, we host a web seminar on digital #ContactTracing solutions. Attendance is free of charge and onlin… https://t.co/Vqh0HazMxh";"1331563981316747264";"1331563981316747264";"1331563981316747264";"Italy";"553003691";"ContactTracing";"Italy";"25-11-2020";"Prof. of CS (https://t.co/SppHIAxHUr), Cryptographer (https://t.co/7QtYe0oFKQ), interested mainly in international discussions (so tweets/replies in Italian are periodically deleted)."
"1331548891301474306";"Pablo Mentzinis";"pmentzinis";"I am glad that the German #CoronaWarnApp respects #privacy preserving techniques. It looks as if in some parts of t… https://t.co/4vkr0RTXij";"1331548891301474306";"1331548891301474306";"1331548891301474306";"Berlin, Deutschland";"4863830423";"CoronaWarnApp";"Berlin, Deutschland";"25-11-2020";"focus on #privacy #security #cloud #ai #analytics #carbonfootprint | #publicsector and #healthcare | Government Affairs w/ SAP - yet personal views"
"1331521150753632262";"Stella Vaskoudi";"Stella_Vaskoudi";"RT DSMeu \"🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.… https://t.co/ecWKowbosZ";"1331521150753632262";"1331521150753632262";"1331521150753632262";"Athens, Greece";"2891115389";"EU";"Athens, Greece";"25-11-2020";"PolSci. Comms Policy. Previously Internal Comms @eu_near. #EU, #comms, #digitalagenda, #fintech #climate, #energy, #Greece. Tweets r mine. RTs not endorsements."
"1331508595280785410";"Holger Hank";"HolgerHank";"Tracking the tracers. #corona #CoronaWarnApp 
https://t.co/Chad4j5hFG";"1331508595280785410";"1331508595280785410";"1331508595280785410";"Bonn, Germany";"637020510";"corona";"Bonn, Germany";"25-11-2020";"#truthmatters / #edtech / #mediadev / #deutschlernen / #heimat. 
tweets in personal capacity."
"1331413269211275265";"DigitalBugle";"DigitalBugle";"RT @DSMeu: 🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.

Help protect your fami…";"1331413269211275265";"1331413269211275265";"1331413269211275265";"";"1136843108094697473";"EU";"";"25-11-2020";"Advocating for Ethics, Principles and Values in defining Technology | Technology for Humanity | Human Centric and Sustainable Development | STAMPEDE Project"
"1331310588501352448";"Jose Antonio Abellan";"jabelax";"RT @DSMeu: 🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.

Help protect your fami…";"1331310588501352448";"1331310588501352448";"1331310588501352448";"Spain";"524216572";"EU";"Spain";"24-11-2020";"#InfoSec Engineer ⚡ @VoltEuropa Tech Co-Lead 💜"
"1331309875612282885";"The Court Jester";"CourtttJester";"Mass tests - Österrauch dithers, South Tyrol does it. 2/3 of the population in one weekend. 👏 #corona… https://t.co/xEUmLct1Nk";"1331309875612282885";"1331309875612282885";"1331309875612282885";"München";"1127253218759716864";"corona";"München";"24-11-2020";"I try to see everything from the perspective of a court jester."
"1331282710753652736";"benoitmortier";"benoitmortier1";"RT @DSMeu: 🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.

Help protect your fami…";"1331282710753652736";"1331282710753652736";"1331282710753652736";"Brussels";"597380188";"EU";"Brussels";"24-11-2020";"FusionDirectory CEO (@fusiondirectory) Debian user (@debian) Openldap guru :) (@openldap) tripadvisor http://t.co/qDs1raa5vx"
"1331276209590849537";"Ognian Zlatev";"OgnianZlatev";"RT @DSMeu: 🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.

Help protect your fami…";"1331276209590849537";"1331276209590849537";"1331276209590849537";"Zagreb, Croatia";"106769241";"EU";"Zagreb, Croatia";"24-11-2020";"Head of EC Representation in Croatia/ Voditelj @EK_Hrvatska 🇪🇺🤝🇭🇷 RT ≠ endorsement"
"1331276156646121474";"DigitalSingleMarket";"DSMeu";"🇭🇷🇩🇰🇮🇹🇩🇪🇮🇪🇪🇸🇱🇻 = thanks to the #EU gateway the #CoronaWarnApp of these countries work now across Europe.

Help prot… https://t.co/acVAdTa5BD";"1331276156646121474";"1331276156646121474";"1331276156646121474";"Europe";"205315827";"EU";"Europe";"24-11-2020";"Official @EU_Commission account for #DigitalEU run by DG Connect 🇪🇺 Maximising tech potential in Europe is our goal💻🤖✨We work with @Vestager & @ThierryBreton"
